MLII,V5
-0.33,-0.205
-0.33,-0.22
-0.34,-0.22
-0.35,-0.225
-0.335,-0.215
-0.325,-0.195
-0.325,-0.2
-0.33,-0.2
-0.33,-0.21
-0.335,-0.225
-0.335,-0.205
-0.335,-0.2
-0.335,-0.215
-0.34,-0.23
-0.35,-0.24
-0.35,-0.23
-0.355,-0.225
-0.335,-0.22
-0.345,-0.225
-0.34,-0.23
-0.35,-0.24
-0.36,-0.24
-0.355,-0.245
-0.355,-0.235
-0.355,-0.235
-0.37,-0.24
-0.375,-0.24
-0.375,-0.245
-0.36,-0.22
-0.34,-0.215
-0.345,-0.225
-0.345,-0.235
-0.37,-0.25
-0.38,-0.255
-0.37,-0.255
-0.375,-0.24
-0.37,-0.245
-0.375,-0.255
-0.37,-0.245
-0.385,-0.25
-0.37,-0.25
-0.37,-0.24
-0.36,-0.255
-0.375,-0.255
-0.385,-0.25
-0.395,-0.245
-0.375,-0.23
-0.365,-0.21
-0.365,-0.225
-0.37,-0.245
-0.37,-0.26
-0.38,-0.265
-0.37,-0.25
-0.365,-0.24
-0.355,-0.235
-0.355,-0.245
-0.36,-0.25
-0.375,-0.25
-0.37,-0.25
-0.36,-0.245
-0.35,-0.25
-0.35,-0.245
-0.37,-0.245
-0.375,-0.245
-0.375,-0.235
-0.36,-0.215
-0.365,-0.235
-0.36,-0.24
-0.37,-0.25
-0.375,-0.24
-0.36,-0.235
-0.35,-0.235
-0.34,-0.245
-0.355,-0.255
-0.36,-0.255
-0.365,-0.25
-0.35,-0.245
-0.33,-0.245
-0.315,-0.255
-0.32,-0.245
-0.33,-0.25
-0.33,-0.255
-0.315,-0.245
-0.295,-0.23
-0.3,-0.24
-0.3,-0.235
-0.3,-0.25
-0.3,-0.26
-0.29,-0.24
-0.27,-0.23
-0.27,-0.23
-0.255,-0.225
-0.27,-0.225
-0.27,-0.215
-0.26,-0.225
-0.245,-0.22
-0.24,-0.225
-0.255,-0.225
-0.275,-0.22
-0.285,-0.21
-0.27,-0.19
-0.25,-0.18
-0.25,-0.19
-0.255,-0.185
-0.265,-0.2
-0.265,-0.225
-0.23,-0.205
-0.235,-0.205
-0.25,-0.21
-0.275,-0.22
-0.31,-0.235
-0.32,-0.24
-0.34,-0.235
-0.335,-0.22
-0.345,-0.23
-0.37,-0.24
-0.375,-0.245
-0.395,-0.25
-0.395,-0.235
-0.38,-0.22
-0.38,-0.25
-0.39,-0.245
-0.395,-0.25
-0.405,-0.255
-0.395,-0.24
-0.4,-0.23
-0.385,-0.23
-0.395,-0.25
-0.4,-0.26
-0.415,-0.265
-0.4,-0.25
-0.41,-0.24
-0.4,-0.25
-0.405,-0.24
-0.41,-0.255
-0.42,-0.26
-0.405,-0.25
-0.4,-0.24
-0.4,-0.265
-0.41,-0.285
-0.43,-0.31
-0.45,-0.33
-0.485,-0.335
-0.505,-0.36
-0.52,-0.375
-0.54,-0.345
-0.585,-0.275
-0.615,-0.155
-0.575,-0.04
-0.485,0.04
-0.355,0.085
-0.21,0.165
-0.04,0.26
0.185,0.385
0.475,0.485
0.71,0.525
0.85,0.395
0.92,0.14
0.86,-0.145
0.64,-0.38
0.305,-0.48
0.005,-0.495
-0.23,-0.495
-0.375,-0.46
-0.495,-0.415
-0.575,-0.375
-0.605,-0.345
-0.605,-0.315
-0.565,-0.285
-0.52,-0.285
-0.48,-0.29
-0.48,-0.29
-0.475,-0.28
-0.455,-0.275
-0.45,-0.29
-0.45,-0.285
-0.455,-0.295
-0.465,-0.29
-0.45,-0.275
-0.46,-0.265
-0.45,-0.265
-0.455,-0.265
-0.47,-0.28
-0.47,-0.285
-0.465,-0.275
-0.45,-0.275
-0.435,-0.275
-0.445,-0.27
-0.455,-0.285
-0.46,-0.28
-0.45,-0.27
-0.45,-0.27
-0.445,-0.27
-0.45,-0.275
-0.455,-0.275
-0.455,-0.275
-0.455,-0.255
-0.445,-0.25
-0.445,-0.255
-0.45,-0.255
-0.455,-0.27
-0.47,-0.28
-0.455,-0.245
-0.45,-0.245
-0.44,-0.25
-0.455,-0.25
-0.45,-0.265
-0.465,-0.275
-0.465,-0.26
-0.445,-0.245
-0.44,-0.26
-0.45,-0.255
-0.46,-0.265
-0.48,-0.26
-0.46,-0.25
-0.455,-0.25
-0.44,-0.26
-0.45,-0.265
-0.465,-0.27
-0.45,-0.27
-0.46,-0.255
-0.445,-0.255
-0.44,-0.27
-0.445,-0.27
-0.445,-0.285
-0.46,-0.275
-0.45,-0.265
-0.435,-0.26
-0.44,-0.27
-0.44,-0.265
-0.445,-0.285
-0.45,-0.29
-0.46,-0.29
-0.44,-0.28
-0.44,-0.295
-0.445,-0.305
-0.465,-0.32
-0.465,-0.335
-0.45,-0.33
-0.44,-0.31
-0.445,-0.325
-0.45,-0.34
-0.455,-0.35
-0.47,-0.36
-0.465,-0.355
-0.45,-0.345
-0.44,-0.35
-0.465,-0.365
-0.455,-0.375
-0.46,-0.375
-0.465,-0.365
-0.46,-0.365
-0.455,-0.375
-0.46,-0.385
-0.47,-0.405
-0.475,-0.41
-0.475,-0.38
-0.47,-0.38
-0.465,-0.395
-0.47,-0.395
-0.48,-0.405
-0.485,-0.405
-0.485,-0.385
-0.47,-0.365
-0.47,-0.36
-0.465,-0.355
-0.47,-0.355
-0.475,-0.335
-0.445,-0.315
-0.44,-0.285
-0.415,-0.285
-0.415,-0.28
-0.41,-0.275
-0.405,-0.26
-0.385,-0.235
-0.365,-0.215
-0.35,-0.21
-0.345,-0.22
-0.34,-0.23
-0.345,-0.22
-0.33,-0.2
-0.32,-0.18
-0.315,-0.19
-0.315,-0.205
-0.31,-0.205
-0.315,-0.2
-0.315,-0.195
-0.3,-0.185
-0.295,-0.19
-0.305,-0.195
-0.315,-0.205
-0.325,-0.205
-0.32,-0.185
-0.31,-0.185
-0.305,-0.205
-0.31,-0.205
-0.315,-0.22
-0.325,-0.205
-0.32,-0.19
-0.32,-0.18
-0.305,-0.195
-0.31,-0.2
-0.315,-0.21
-0.325,-0.215
-0.305,-0.205
-0.305,-0.2
-0.305,-0.21
-0.31,-0.205
-0.315,-0.21
-0.315,-0.225
-0.31,-0.21
-0.31,-0.215
-0.305,-0.215
-0.31,-0.215
-0.32,-0.22
-0.34,-0.225
-0.325,-0.2
-0.31,-0.205
-0.31,-0.21
-0.32,-0.225
-0.33,-0.235
-0.335,-0.235
-0.335,-0.22
-0.335,-0.22
-0.325,-0.22
-0.34,-0.225
-0.345,-0.24
-0.34,-0.245
-0.34,-0.235
-0.32,-0.22
-0.32,-0.235
-0.33,-0.24
-0.325,-0.235
-0.335,-0.245
-0.325,-0.245
-0.32,-0.225
-0.315,-0.23
-0.31,-0.235
-0.32,-0.255
-0.34,-0.245
-0.32,-0.225
-0.32,-0.22
-0.32,-0.225
-0.33,-0.23
-0.335,-0.24
-0.325,-0.25
-0.325,-0.23
-0.32,-0.22
-0.33,-0.22
-0.335,-0.23
-0.335,-0.245
-0.345,-0.23
-0.325,-0.22
-0.33,-0.22
-0.32,-0.225
-0.325,-0.23
-0.32,-0.225
-0.335,-0.235
-0.325,-0.22
-0.31,-0.205
-0.305,-0.21
-0.31,-0.235
-0.31,-0.24
-0.32,-0.235
-0.305,-0.225
-0.285,-0.215
-0.275,-0.205
-0.265,-0.22
-0.275,-0.22
-0.285,-0.23
-0.265,-0.22
-0.245,-0.205
-0.23,-0.21
-0.235,-0.205
-0.23,-0.2
-0.25,-0.2
-0.22,-0.185
-0.205,-0.17
-0.205,-0.17
-0.19,-0.185
-0.19,-0.19
-0.195,-0.185
-0.19,-0.175
-0.18,-0.16
-0.185,-0.16
-0.2,-0.16
-0.21,-0.17
-0.205,-0.155
-0.19,-0.14
-0.185,-0.11
-0.18,-0.105
-0.185,-0.12
-0.17,-0.145
-0.165,-0.15
-0.155,-0.16
-0.18,-0.16
-0.205,-0.165
-0.23,-0.165
-0.235,-0.18
-0.27,-0.175
-0.27,-0.18
-0.28,-0.165
-0.29,-0.18
-0.31,-0.195
-0.32,-0.2
-0.335,-0.195
-0.325,-0.185
-0.305,-0.175
-0.305,-0.185
-0.305,-0.2
-0.315,-0.19
-0.325,-0.205
-0.32,-0.2
-0.315,-0.185
-0.31,-0.175
-0.31,-0.195
-0.33,-0.205
-0.335,-0.21
-0.33,-0.21
-0.325,-0.19
-0.32,-0.2
-0.31,-0.195
-0.325,-0.2
-0.335,-0.195
-0.325,-0.19
-0.325,-0.2
-0.315,-0.225
-0.335,-0.26
-0.35,-0.285
-0.39,-0.305
-0.425,-0.32
-0.445,-0.33
-0.445,-0.315
-0.485,-0.245
-0.53,-0.14
-0.535,-0.005
-0.445,0.125
-0.295,0.23
-0.14,0.36
0.045,0.46
0.29,0.56
0.57,0.62
0.8,0.525
0.92,0.26
0.89,-0.1
0.635,-0.29
0.22,-0.315
-0.195,-0.27
-0.45,-0.245
-0.5,-0.225
-0.45,-0.225
-0.385,-0.24
-0.37,-0.255
-0.375,-0.255
-0.37,-0.24
-0.37,-0.235
-0.36,-0.235
-0.365,-0.24
-0.385,-0.255
-0.385,-0.255
-0.375,-0.24
-0.37,-0.235
-0.375,-0.235
-0.37,-0.25
-0.39,-0.255
-0.385,-0.26
-0.375,-0.245
-0.365,-0.24
-0.37,-0.245
-0.375,-0.255
-0.38,-0.26
-0.395,-0.26
-0.38,-0.25
-0.375,-0.235
-0.365,-0.245
-0.365,-0.26
-0.375,-0.245
-0.385,-0.255
-0.375,-0.25
-0.37,-0.23
-0.37,-0.24
-0.38,-0.24
-0.38,-0.255
-0.385,-0.255
-0.37,-0.25
-0.365,-0.235
-0.375,-0.245
-0.37,-0.25
-0.37,-0.255
-0.39,-0.245
-0.375,-0.235
-0.375,-0.225
-0.36,-0.24
-0.365,-0.25
-0.375,-0.25
-0.39,-0.255
-0.37,-0.245
-0.375,-0.24
-0.365,-0.24
-0.375,-0.25
-0.38,-0.255
-0.39,-0.26
-0.385,-0.26
-0.375,-0.255
-0.37,-0.255
-0.37,-0.265
-0.375,-0.265
-0.38,-0.265
-0.375,-0.265
-0.36,-0.24
-0.36,-0.265
-0.365,-0.27
-0.37,-0.285
-0.39,-0.295
-0.375,-0.275
-0.365,-0.27
-0.365,-0.275
-0.385,-0.295
-0.385,-0.305
-0.38,-0.305
-0.375,-0.31
-0.37,-0.295
-0.36,-0.315
-0.37,-0.31
-0.375,-0.33
-0.385,-0.33
-0.37,-0.325
-0.36,-0.33
-0.355,-0.35
-0.365,-0.345
-0.365,-0.37
-0.375,-0.36
-0.37,-0.36
-0.36,-0.35
-0.365,-0.35
-0.355,-0.365
-0.37,-0.365
-0.38,-0.365
-0.375,-0.35
-0.36,-0.335
-0.36,-0.335
-0.365,-0.34
-0.365,-0.335
-0.365,-0.34
-0.365,-0.315
-0.355,-0.295
-0.345,-0.275
-0.335,-0.275
-0.325,-0.275
-0.335,-0.255
-0.315,-0.235
-0.305,-0.23
-0.295,-0.21
-0.28,-0.22
-0.305,-0.23
-0.3,-0.22
-0.275,-0.21
-0.26,-0.195
-0.27,-0.195
-0.26,-0.19
-0.27,-0.21
-0.275,-0.205
-0.28,-0.185
-0.275,-0.18
-0.255,-0.18
-0.27,-0.19
-0.28,-0.21
-0.28,-0.21
-0.275,-0.195
-0.27,-0.185
-0.265,-0.18
-0.275,-0.185
-0.275,-0.195
-0.285,-0.205
-0.28,-0.195
-0.27,-0.18
-0.27,-0.195
-0.275,-0.19
-0.27,-0.2
-0.28,-0.21
-0.27,-0.2
-0.26,-0.18
-0.26,-0.185
-0.275,-0.195
-0.28,-0.205
-0.295,-0.225
-0.29,-0.21
-0.28,-0.2
-0.275,-0.205
-0.28,-0.2
-0.28,-0.22
-0.285,-0.21
-0.285,-0.215
-0.285,-0.2
-0.295,-0.215
-0.3,-0.225
-0.3,-0.22
-0.31,-0.235
-0.305,-0.225
-0.3,-0.205
-0.29,-0.21
-0.305,-0.22
-0.3,-0.225
-0.31,-0.245
-0.3,-0.225
-0.305,-0.22
-0.295,-0.215
-0.29,-0.22
-0.305,-0.245
-0.305,-0.245
-0.31,-0.235
-0.31,-0.225
-0.305,-0.23
-0.31,-0.235
-0.32,-0.245
-0.335,-0.245
-0.325,-0.245
-0.32,-0.225
-0.32,-0.235
-0.315,-0.25
-0.325,-0.255
-0.325,-0.245
-0.315,-0.235
-0.31,-0.22
-0.31,-0.235
-0.31,-0.24
-0.33,-0.245
-0.335,-0.24
-0.33,-0.225
-0.315,-0.22
-0.31,-0.22
-0.31,-0.23
-0.31,-0.23
-0.32,-0.24
-0.305,-0.23
-0.3,-0.215
-0.295,-0.225
-0.295,-0.23
-0.32,-0.23
-0.325,-0.24
-0.335,-0.225
-0.32,-0.23
-0.3,-0.225
-0.285,-0.225
-0.29,-0.23
-0.28,-0.24
-0.27,-0.23
-0.26,-0.215
-0.24,-0.225
-0.23,-0.225
-0.24,-0.22
-0.24,-0.22
-0.235,-0.21
-0.22,-0.185
-0.2,-0.19
-0.2,-0.195
-0.2,-0.195
-0.2,-0.2
-0.2,-0.185
-0.185,-0.18
-0.195,-0.175
-0.2,-0.185
-0.215,-0.195
-0.22,-0.19
-0.21,-0.165
-0.195,-0.16
-0.2,-0.165
-0.205,-0.155
-0.22,-0.15
-0.23,-0.145
-0.215,-0.13
-0.195,-0.125
-0.155,-0.15
-0.15,-0.185
-0.18,-0.2
-0.23,-0.195
-0.26,-0.195
-0.265,-0.185
-0.27,-0.19
-0.275,-0.2
-0.31,-0.21
-0.32,-0.21
-0.335,-0.215
-0.32,-0.215
-0.315,-0.2
-0.32,-0.21
-0.345,-0.22
-0.355,-0.225
-0.345,-0.22
-0.33,-0.205
-0.335,-0.215
-0.35,-0.225
-0.35,-0.225
-0.36,-0.22
-0.36,-0.225
-0.345,-0.21
-0.34,-0.21
-0.35,-0.22
-0.365,-0.235
-0.365,-0.245
-0.36,-0.225
-0.355,-0.22
-0.345,-0.25
-0.355,-0.295
-0.38,-0.32
-0.425,-0.34
-0.455,-0.35
-0.465,-0.345
-0.49,-0.315
-0.535,-0.21
-0.57,-0.105
-0.53,0.0
-0.41,0.11
-0.255,0.215
-0.09,0.32
0.13,0.445
0.415,0.49
0.645,0.455
0.8,0.245
0.815,-0.06
0.645,-0.305
0.275,-0.355
-0.13,-0.31
-0.44,-0.29
-0.575,-0.27
-0.53,-0.265
-0.445,-0.25
-0.395,-0.265
-0.405,-0.27
-0.42,-0.27
-0.43,-0.26
-0.39,-0.25
-0.375,-0.26
-0.39,-0.265
-0.4,-0.27
-0.41,-0.28
-0.41,-0.255
-0.395,-0.24
-0.39,-0.265
-0.4,-0.27
-0.415,-0.285
-0.42,-0.27
-0.425,-0.27
-0.415,-0.255
-0.405,-0.255
-0.41,-0.26
-0.41,-0.26
-0.415,-0.27
-0.41,-0.27
-0.395,-0.255
-0.39,-0.26
-0.385,-0.27
-0.4,-0.285
-0.4,-0.27
-0.385,-0.265
-0.38,-0.255
-0.39,-0.27
-0.395,-0.265
-0.4,-0.28
-0.415,-0.27
-0.41,-0.26
-0.405,-0.25
-0.39,-0.27
-0.385,-0.275
-0.4,-0.28
-0.41,-0.28
-0.41,-0.27
-0.405,-0.26
-0.395,-0.26
-0.395,-0.265
-0.405,-0.28
-0.41,-0.275
-0.4,-0.27
-0.395,-0.255
-0.395,-0.27
-0.395,-0.27
-0.4,-0.285
-0.405,-0.29
-0.405,-0.28
-0.395,-0.27
-0.385,-0.275
-0.395,-0.285
-0.4,-0.295
-0.41,-0.295
-0.39,-0.3
-0.39,-0.285
-0.375,-0.285
-0.375,-0.305
-0.375,-0.3
-0.395,-0.315
-0.39,-0.325
-0.385,-0.315
-0.375,-0.315
-0.385,-0.335
-0.385,-0.345
-0.39,-0.35
-0.395,-0.35
-0.395,-0.35
-0.395,-0.355
-0.385,-0.38
-0.405,-0.38
-0.41,-0.375
-0.41,-0.375
-0.39,-0.365
-0.4,-0.37
-0.4,-0.38
-0.4,-0.395
-0.41,-0.38
-0.4,-0.375
-0.4,-0.35
-0.39,-0.36
-0.39,-0.36
-0.395,-0.355
-0.405,-0.35
-0.4,-0.35
-0.375,-0.33
-0.365,-0.295
-0.36,-0.305
-0.375,-0.285
-0.38,-0.29
-0.37,-0.27
-0.35,-0.265
-0.34,-0.26
-0.335,-0.255
-0.325,-0.26
-0.335,-0.265
-0.325,-0.25
-0.325,-0.24
-0.3,-0.245
-0.31,-0.245
-0.315,-0.26
-0.32,-0.25
-0.305,-0.24
-0.3,-0.225
-0.295,-0.235
-0.295,-0.225
-0.31,-0.255
-0.305,-0.24
-0.315,-0.25
-0.31,-0.235
-0.3,-0.23
-0.305,-0.25
-0.305,-0.245
-0.3,-0.26
-0.315,-0.23
-0.29,-0.22
-0.3,-0.225
-0.295,-0.24
-0.3,-0.245
-0.31,-0.25
-0.3,-0.235
-0.295,-0.225
-0.285,-0.235
-0.29,-0.25
-0.3,-0.24
-0.325,-0.255
-0.32,-0.255
-0.31,-0.235
-0.31,-0.245
-0.31,-0.245
-0.33,-0.255
-0.335,-0.275
-0.34,-0.265
-0.33,-0.255
-0.335,-0.265
-0.345,-0.28
-0.335,-0.28
-0.35,-0.27
-0.345,-0.265
-0.34,-0.26
-0.335,-0.265
-0.35,-0.275
-0.355,-0.275
-0.37,-0.275
-0.35,-0.265
-0.345,-0.265
-0.34,-0.27
-0.355,-0.275
-0.35,-0.28
-0.36,-0.29
-0.365,-0.275
-0.36,-0.27
-0.335,-0.27
-0.355,-0.275
-0.355,-0.28
-0.36,-0.28
-0.36,-0.285
-0.36,-0.27
-0.355,-0.275
-0.37,-0.275
-0.39,-0.285
-0.395,-0.29
-0.39,-0.28
-0.36,-0.27
-0.365,-0.27
-0.365,-0.28
-0.375,-0.285
-0.39,-0.285
-0.38,-0.28
-0.36,-0.265
-0.34,-0.255
-0.35,-0.275
-0.365,-0.28
-0.38,-0.28
-0.365,-0.27
-0.36,-0.275
-0.37,-0.27
-0.365,-0.28
-0.375,-0.28
-0.38,-0.28
-0.38,-0.275
-0.375,-0.265
-0.36,-0.275
-0.355,-0.285
-0.37,-0.29
-0.38,-0.295
-0.375,-0.285
-0.355,-0.26
-0.355,-0.28
-0.35,-0.295
-0.345,-0.29
-0.335,-0.29
-0.32,-0.275
-0.3,-0.27
-0.3,-0.265
-0.305,-0.27
-0.315,-0.28
-0.31,-0.265
-0.3,-0.25
-0.275,-0.235
-0.26,-0.235
-0.27,-0.245
-0.265,-0.26
-0.27,-0.255
-0.275,-0.255
-0.255,-0.235
-0.255,-0.24
-0.275,-0.23
-0.27,-0.22
-0.265,-0.21
-0.27,-0.2
-0.26,-0.2
-0.25,-0.22
-0.24,-0.255
-0.255,-0.275
-0.305,-0.275
-0.335,-0.265
-0.345,-0.25
-0.335,-0.255
-0.36,-0.265
-0.38,-0.28
-0.4,-0.28
-0.395,-0.265
-0.395,-0.25
-0.385,-0.255
-0.385,-0.265
-0.385,-0.285
-0.415,-0.285
-0.395,-0.28
-0.4,-0.275
-0.405,-0.27
-0.425,-0.275
-0.415,-0.285
-0.43,-0.285
-0.435,-0.28
-0.43,-0.265
-0.42,-0.28
-0.41,-0.28
-0.415,-0.3
-0.42,-0.31
-0.42,-0.3
-0.41,-0.27
-0.41,-0.265
-0.405,-0.265
-0.405,-0.29
-0.42,-0.295
-0.415,-0.325
-0.425,-0.325
-0.425,-0.345
-0.465,-0.365
-0.505,-0.39
-0.54,-0.42
-0.545,-0.39
-0.585,-0.305
-0.625,-0.195
-0.605,-0.1
-0.515,-0.035
-0.38,0.03
-0.23,0.15
-0.015,0.3
0.265,0.405
0.545,0.415
0.725,0.245
0.78,-0.065
0.675,-0.345
0.4,-0.45
0.01,-0.42
-0.33,-0.37
-0.53,-0.345
-0.6,-0.345
-0.57,-0.325
-0.51,-0.325
-0.495,-0.325
-0.485,-0.325
-0.49,-0.345
-0.5,-0.34
-0.5,-0.325
-0.48,-0.31
-0.465,-0.32
-0.47,-0.33
-0.485,-0.34
-0.495,-0.335
-0.49,-0.34
-0.485,-0.325
-0.485,-0.315
-0.495,-0.325
-0.495,-0.32
-0.495,-0.32
-0.485,-0.33
-0.465,-0.315
-0.465,-0.325
-0.48,-0.33
-0.495,-0.335
-0.5,-0.32
-0.495,-0.315
-0.485,-0.31
-0.46,-0.315
-0.475,-0.325
-0.48,-0.335
-0.49,-0.325
-0.49,-0.31
-0.48,-0.3
-0.47,-0.31
-0.475,-0.31
-0.485,-0.315
-0.49,-0.325
-0.495,-0.31
-0.49,-0.31
-0.49,-0.31
-0.475,-0.325
-0.495,-0.335
-0.52,-0.335
-0.51,-0.31
-0.505,-0.31
-0.495,-0.31
-0.49,-0.32
-0.505,-0.335
-0.515,-0.34
-0.515,-0.335
-0.49,-0.325
-0.465,-0.33
-0.48,-0.335
-0.495,-0.335
-0.515,-0.335
-0.51,-0.335
-0.5,-0.33
-0.49,-0.34
-0.49,-0.345
-0.5,-0.355
-0.495,-0.36
-0.5,-0.345
-0.485,-0.345
-0.475,-0.35
-0.48,-0.36
-0.495,-0.365
-0.51,-0.37
-0.515,-0.36
-0.51,-0.37
-0.505,-0.385
-0.5,-0.4
-0.515,-0.42
-0.525,-0.405
-0.52,-0.41
-0.51,-0.41
-0.495,-0.415
-0.52,-0.425
-0.53,-0.435
-0.535,-0.46
-0.525,-0.465
-0.525,-0.46
-0.52,-0.455
-0.53,-0.45
-0.54,-0.465
-0.55,-0.45
-0.54,-0.45
-0.54,-0.435
-0.535,-0.44
-0.54,-0.435
-0.55,-0.435
-0.55,-0.41
-0.53,-0.41
-0.505,-0.37
-0.475,-0.37
-0.48,-0.365
-0.485,-0.37
-0.485,-0.365
-0.475,-0.355
-0.47,-0.34
-0.45,-0.345
-0.455,-0.34
-0.455,-0.34
-0.46,-0.315
-0.455,-0.3
-0.42,-0.29
-0.39,-0.285
-0.38,-0.29
-0.385,-0.295
-0.4,-0.295
-0.39,-0.275
-0.38,-0.26
-0.375,-0.265
-0.375,-0.275
-0.39,-0.285
-0.385,-0.285
-0.385,-0.285
-0.37,-0.265
-0.36,-0.26
-0.38,-0.275
-0.38,-0.275
-0.395,-0.275
-0.38,-0.27
-0.36,-0.25
-0.365,-0.26
-0.365,-0.27
-0.37,-0.265
-0.385,-0.28
-0.375,-0.275
-0.365,-0.27
-0.36,-0.275
-0.375,-0.285
-0.385,-0.295
-0.395,-0.295
-0.39,-0.29
-0.39,-0.27
-0.385,-0.26
-0.375,-0.275
-0.385,-0.29
-0.4,-0.29
-0.405,-0.28
-0.39,-0.285
-0.39,-0.29
-0.39,-0.29
-0.4,-0.295
-0.405,-0.305
-0.395,-0.295
-0.39,-0.295
-0.385,-0.29
-0.38,-0.3
-0.395,-0.305
-0.405,-0.3
-0.4,-0.305
-0.39,-0.29
-0.38,-0.29
-0.39,-0.3
-0.4,-0.31
-0.405,-0.32
-0.415,-0.305
-0.405,-0.3
-0.4,-0.295
-0.39,-0.305
-0.4,-0.31
-0.42,-0.31
-0.425,-0.315
-0.41,-0.305
-0.4,-0.3
-0.405,-0.305
-0.42,-0.32
-0.42,-0.31
-0.415,-0.3
-0.4,-0.295
-0.395,-0.305
-0.405,-0.31
-0.41,-0.315
-0.41,-0.305
-0.41,-0.29
-0.405,-0.285
-0.39,-0.275
-0.4,-0.29
-0.4,-0.305
-0.405,-0.305
-0.395,-0.295
-0.4,-0.285
-0.4,-0.285
-0.385,-0.295
-0.395,-0.3
-0.42,-0.31
-0.405,-0.29
-0.4,-0.285
-0.38,-0.28
-0.39,-0.285
-0.385,-0.3
-0.39,-0.295
-0.37,-0.28
-0.36,-0.28
-0.36,-0.285
-0.36,-0.28
-0.355,-0.295
-0.365,-0.295
-0.355,-0.295
-0.345,-0.27
-0.33,-0.285
-0.33,-0.285
-0.335,-0.29
-0.335,-0.295
-0.325,-0.295
-0.32,-0.275
-0.315,-0.27
-0.3,-0.265
-0.305,-0.27
-0.305,-0.26
-0.295,-0.245
-0.28,-0.245
-0.27,-0.245
-0.275,-0.265
-0.3,-0.255
-0.315,-0.245
-0.31,-0.235
-0.295,-0.22
-0.28,-0.205
-0.28,-0.2
-0.29,-0.22
-0.29,-0.23
-0.265,-0.24
-0.255,-0.23
-0.265,-0.245
-0.31,-0.24
-0.34,-0.255
-0.355,-0.255
-0.365,-0.245
-0.385,-0.255
-0.38,-0.255
-0.39,-0.26
-0.405,-0.255
-0.425,-0.265
-0.41,-0.26
-0.41,-0.245
-0.41,-0.26
-0.405,-0.265
-0.425,-0.265
-0.435,-0.27
-0.425,-0.255
-0.42,-0.255
-0.405,-0.245
-0.415,-0.26
-0.415,-0.27
-0.43,-0.275
-0.42,-0.27
-0.415,-0.25
-0.415,-0.255
-0.42,-0.25
-0.425,-0.265
-0.435,-0.28
-0.425,-0.275
-0.425,-0.265
-0.415,-0.305
-0.44,-0.32
-0.475,-0.355
-0.505,-0.37
-0.545,-0.4
-0.56,-0.365
-0.575,-0.29
-0.61,-0.17
-0.61,-0.045
-0.525,0.05
-0.365,0.135
-0.21,0.235
-0.005,0.36
0.26,0.48
0.54,0.51
0.755,0.34
0.845,0.025
0.755,-0.275
0.435,-0.42
-0.01,-0.395
-0.385,-0.34
-0.565,-0.335
-0.575,-0.31
-0.53,-0.29
-0.475,-0.29
-0.45,-0.295
-0.46,-0.305
-0.485,-0.305
-0.47,-0.295
-0.455,-0.295
-0.445,-0.29
-0.455,-0.29
-0.47,-0.285
-0.465,-0.29
-0.47,-0.29
-0.47,-0.27
-0.46,-0.285
-0.465,-0.295
-0.48,-0.31
-0.49,-0.305
-0.48,-0.305
-0.47,-0.29
-0.47,-0.29
-0.475,-0.295
-0.475,-0.31
-0.48,-0.305
-0.48,-0.305
-0.465,-0.29
-0.47,-0.29
-0.47,-0.29
-0.46,-0.31
-0.48,-0.305
-0.47,-0.285
-0.46,-0.29
-0.455,-0.285
-0.47,-0.285
-0.465,-0.3
-0.475,-0.295
-0.465,-0.285
-0.46,-0.28
-0.46,-0.285
-0.455,-0.29
-0.46,-0.305
-0.465,-0.3
-0.465,-0.295
-0.46,-0.28
-0.455,-0.285
-0.465,-0.3
-0.47,-0.31
-0.475,-0.315
-0.48,-0.305
-0.475,-0.29
-0.455,-0.3
-0.45,-0.3
-0.46,-0.31
-0.47,-0.315
-0.465,-0.3
-0.465,-0.305
-0.45,-0.3
-0.46,-0.32
-0.465,-0.33
-0.47,-0.33
-0.465,-0.33
-0.455,-0.325
-0.445,-0.325
-0.44,-0.345
-0.45,-0.35
-0.455,-0.36
-0.45,-0.345
-0.455,-0.34
-0.46,-0.345
-0.46,-0.36
-0.48,-0.38
-0.485,-0.39
-0.48,-0.39
-0.475,-0.385
-0.475,-0.395
-0.455,-0.4
-0.475,-0.41
-0.48,-0.41
-0.48,-0.41
-0.465,-0.41
-0.465,-0.415
-0.465,-0.43
-0.48,-0.44
-0.485,-0.445
-0.48,-0.425
-0.465,-0.415
-0.47,-0.415
-0.47,-0.41
-0.465,-0.425
-0.485,-0.42
-0.475,-0.395
-0.45,-0.375
-0.45,-0.35
-0.445,-0.36
-0.445,-0.35
-0.455,-0.345
-0.44,-0.32
-0.42,-0.31
-0.41,-0.295
-0.4,-0.295
-0.39,-0.29
-0.395,-0.28
-0.375,-0.255
-0.35,-0.245
-0.345,-0.25
-0.345,-0.255
-0.355,-0.25
-0.345,-0.245
-0.355,-0.235
-0.335,-0.215
-0.325,-0.215
-0.33,-0.23
-0.34,-0.235
-0.355,-0.235
-0.335,-0.225
-0.34,-0.215
-0.325,-0.205
-0.345,-0.21
-0.35,-0.23
-0.35,-0.22
-0.345,-0.215
-0.34,-0.215
-0.33,-0.215
-0.325,-0.205
-0.335,-0.225
-0.335,-0.215
-0.335,-0.21
-0.325,-0.21
-0.325,-0.21
-0.335,-0.215
